pathway	GSM2445681	GSM2445682	GSM2445683	GSM2445684	GSM2445685	GSM2445686	GSM2445687	GSM2445688	GSM2445689	GSM2445690	GSM2445691	GSM2445692	GSM2445693	GSM2445694	GSM2445695	GSM2445696	GSM2445697	GSM2445698	GSM2445699	GSM2445700	GSM2445701	GSM2445702	GSM2445703	GSM2445704	GSM2445705	GSM2445706	GSM2445707	GSM2445708	GSM2445709	GSM2445710	GSM2445711	GSM2445712	GSM2445713	GSM2445714	GSM2445715
REACTOME_TIE2_SIGNALING	-0.0842985756551569	-0.116473604531171	0.0148005132829665	-0.223294700399538	-0.151222635717266	-0.247747722345308	-0.0688545617946701	-0.0225225202132098	0.007078506352723	-0.0469755421589806	-0.131917618391658	-0.135778621856779	0.04568854100394	-0.0984555883606031	-0.0842985756551569	-0.0688545617946701	-0.124195611461414	-0.0765765687249135	-0.0817245733450757	-0.101029590670684	-0.170527653042875	-0.153796638027347	0.156370640337428	0.0830115745001163	-0.0199485179031288	-0.0508365456241023	0.0559845502442645	0.167953650732794	-0.0637065571745079	-0.236164711949943	0.171814654197915	0.191119671523524	0.106177595290846	0.0714285641047513	-0.121621609151333
REACTOME_GENE_SILENCING_BY_RNA	0.315988641656457	0.305831842344048	0.353036501180006	0.221322503980506	0.359662802522677	0.217349980432754	0.325093890297404	0.342254840802157	0.304228289414331	0.382907478818504	0.299896228877774	0.306460030971995	0.384231970868091	0.451174575841863	0.332358671142871	0.307182550247774	0.35829669018358	0.415916415025744	0.253362027029278	0.293421118250891	0.356349786785726	0.364180367941602	0.42685416865031	0.392559463707091	0.327486479250027	0.334662630435181	0.338201837127575	0.427830893824172	0.353767928396049	0.234931825471483	0.366432673592236	0.424117303922915	0.412231979136477	0.34160670782826	0.391133894964578
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.115241254870416	0.133624993157354	0.192765032485282	0.0368354721943949	0.11986361104627	0.0074477134620727	0.135298376062839	0.167860577325682	0.138079795918465	0.155604452950222	0.0891438551171957	0.116945315648866	0.190676703805877	0.142926127012129	0.120281321200028	0.176515674718041	0.0920565385051778	0.176576803502892	0.0760730932647826	0.0734226524462872	0.107104279119646	0.139464755650818	0.271424847675401	0.223348127786977	0.102715588630823	0.114412125975113	0.145370816911968	0.267812369963713	0.185568620186859	0.0422026147791067	0.231119153387856	0.267310633149958	0.221750299382814	0.168423041262083	0.101220795785192
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.18474025461051	0.187391473302182	0.241812995136488	0.15388192753782	0.168582815369779	0.136586656679988	0.250652391041544	0.211466361414212	0.182926025645467	0.201123081772086	0.193642134073597	0.206309716821492	0.247213873058757	0.220498220942248	0.242761340184643	0.215695188575427	0.18615877399963	0.235720397592245	0.212579106452364	0.205682814584269	0.163512819251288	0.195108824072672	0.26831833005886	0.23887765075135	0.217694508171634	0.213984019875683	0.246960551899902	0.295460455484878	0.267112308029569	0.200155681108532	0.282799387784907	0.315578646471583	0.286536250127487	0.211356285529856	0.179137161099406
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.28122135278118	0.278836882611338	0.350795414359527	0.269071975284601	0.271598812326083	0.228441153143427	0.332352340510899	0.292720832018263	0.305736979635426	0.28958983094978	0.275427646434058	0.300063265426088	0.341154000775861	0.32425391559726	0.318043502766751	0.302804855046053	0.279350888185416	0.336661432061165	0.321926404837223	0.278437195997798	0.282711305830228	0.301627444254865	0.323622301776137	0.340285628605051	0.252359369413313	0.314855777615034	0.296087141735336	0.317035419308325	0.323503254050176	0.238779250967359	0.346312849096926	0.339702131369169	0.328848287020201	0.284379677032702	0.268853269148814
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	0.237444759195817	0.287017705898199	0.277229734421511	0.273831642857462	0.336383392825899	0.255610397133131	0.240793746819787	0.32061532194309	0.354107325761951	0.239362454890141	0.302981357232286	0.357384755519719	0.325563978636079	0.301374772667134	0.281496455361122	0.327396732896878	0.310864625245363	0.256959656660174	0.305847066981751	0.368717572108417	0.200033252037265	0.222780659264037	0.250254490636364	0.366339799602116	0.228666600378637	0.288324647729007	0.337870629757816	0.279818283363043	0.257890971201297	0.210474222817157	0.336905448423321	0.280882360962041	0.246621760823794	0.307904244942784	0.247751135919828
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.294431314714718	0.309639339831455	0.265418804761508	0.344123428668548	0.400426138264546	0.300977708834281	0.253753962268086	0.285551994747257	0.306020547013569	0.265206374238262	0.381987303012776	0.274472322839533	0.269445222091755	0.308925631857489	0.254245189398035	0.277981792319697	0.367252509952227	0.27121620497497	0.35751132554356	0.255461431158568	0.376801975453355	0.328432411941739	0.20274641379026	0.257288808010874	0.30180484712509	0.317152724610511	0.269025964186867	0.222095845978266	0.277840599410357	0.368159929889509	0.11819569884824	0.124399997388048	0.210452609609064	0.301331601983368	0.299316345807131
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_	0.318532785872539	0.309523777787255	0.323680790492702	0.286357756996525	0.260617733895714	0.279922751221322	0.207850686539051	0.285070755841485	0.261904735050755	0.391891851709852	0.247747722345308	0.340411805508229	0.306949775477174	0.324967791647742	0.323680790492702	0.350707814748554	0.27348774544612	0.240025715415065	0.306949775477174	0.268339740825957	0.197554677298726	0.281209752376363	0.268339740825957	0.299227768546931	0.36615182860904	0.222007699244497	0.336550802043107	0.242599717725146	0.29794076739189	0.18211066343824	0.326254792802783	0.327541793957823	0.335263800888067	0.245173720035227	0.20527668422897
REACTOME_ARACHIDONIC_ACID_METABOLISM	0.0946291317719901	0.220121826735288	0.248763324686332	0.0585109215244181	0.0979634117762604	0.253459814424347	0.0193935272333801	0.172049157414317	0.328599957563672	0.27423847685588	0.15261645093922	0.250925699364281	0.366295336521533	0.232522214363495	0.204678671843553	0.0716901370200489	0.0498685135559012	0.0842413064024426	0.217555324082055	0.309779765958737	0.058078192751589	0.0684711983746744	0.187465525114674	0.297678601956149	0.152136020863989	0.108382383555358	0.230351008200852	0.0272897590053891	0.102591815708541	-0.0035709942190781	0.348066750986881	0.155401759440209	0.121478430333316	0.125646184000135	0.138448305978246
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES	-0.189832670368483	0.124195611461414	0.169240651887834	-0.241312716570106	-0.0920205825854003	0.225868702709619	-0.216859694624335	0.0482625433140211	0.391891851709852	0.146074631097104	0.0495495444690617	0.155083639182388	0.422779879430825	0.133204619546698	0.0740025664148324	-0.363577826298959	-0.243886718880187	-0.0971685872055625	0.121621609151333	0.349420813593513	-0.102316591825725	-0.201415680763848	0.101029590670684	0.295366765081809	-0.108751597600928	-0.0173745155930476	0.11518660337613	-0.255469729275552	-0.134491620701739	-0.238738714260024	0.368725830919121	-0.0444015398488994	-0.142213627631982	-0.007078506352723	0.0675675606396296
REACTOME_HYALURONAN_METABOLISM	0.302771071494938	0.378679130365963	0.343621567445998	0.351888577132683	0.358433430774876	0.375532429694263	0.313162219171802	0.338728961727002	0.288533551121996	0.341608515679486	0.31554608931006	0.316635125747027	0.292763684489195	0.356920808456286	0.39288091490761	0.314213379327638	0.322611689745807	0.366263464633713	0.347255333379163	0.326228795384147	0.2278069154523	0.289547816420801	0.3600926808514	0.310118385228583	0.267363625565019	0.320059863520084	0.357602492984446	0.375795419927293	0.341493884167204	0.356140118060419	0.384867956646833	0.378954652048739	0.302452650413877	0.292978665961724	0.290595528331491
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	0.167914472565059	0.141361201363136	0.169444681085244	0.140046352187002	0.126907363532827	0.045657334556318	0.167527623926427	0.213621060864675	0.135304139782089	0.152445690794174	0.162933043599316	0.114331221727454	0.203497422405122	0.102134836900186	0.167257428269836	0.135222997421265	0.166810460229912	0.146325369421967	0.0958696706429907	0.170992654444729	0.151935509900001	0.148681270071888	0.121133460895434	0.169543016252245	0.089113329418951	0.146710357208904	0.16095145274048	0.231908713472268	0.174153477681918	0.123959127803123	0.173960057658098	0.196711463006525	0.168143568829419	0.125563342958906	0.150783583328968
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	0.131125482935006	0.0997218410001791	0.134756692277307	0.044925381138106	0.0408276527196739	0.036464677160902	0.129457840367217	0.149810990700413	0.0554915884402236	0.137757804453043	0.11042460551411	0.111922962933471	0.191942754455014	0.112644994987848	0.12750120527619	0.0981663472393384	0.1015704633699	0.181522075928675	0.124964374838016	0.145616053225444	0.0427300451028853	0.148620481463967	0.178820751506155	0.142392302262144	0.0758726299189093	0.135811910409683	0.14001549278075	0.0872782992978434	0.165796970829918	0.0839015307044141	0.305430891977689	0.214223260849	0.250949091128999	0.0782231641616153	0.0882744520099073
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.275158772522843	0.270408682805938	0.239230575688486	0.28611161891947	0.256524744136705	0.269104159813467	0.215820381542468	0.271931266625845	0.282946585222511	0.240263004148233	0.28829363142604	0.286428993607215	0.291029626201212	0.245705364055876	0.22396347792281	0.275529077571784	0.229574389389048	0.228882534436762	0.280302692086538	0.282138225030664	0.21825674463474	0.189782929158134	0.254433982577268	0.265014114806463	0.23036842906115	0.256576880061101	0.274049213225938	0.244994040302604	0.254836554175193	0.241552192218529	0.214979395560642	0.211824679515193	0.222962325953475	0.242372916218568	0.263208487754701
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.302771071494938	0.378679130365963	0.343621567445998	0.351888577132683	0.358433430774876	0.375532429694263	0.313162219171802	0.338728961727002	0.288533551121996	0.341608515679486	0.31554608931006	0.316635125747027	0.292763684489195	0.356920808456286	0.39288091490761	0.314213379327638	0.322611689745807	0.366263464633713	0.347255333379163	0.326228795384147	0.2278069154523	0.289547816420801	0.3600926808514	0.310118385228583	0.267363625565019	0.320059863520084	0.357602492984446	0.375795419927293	0.341493884167204	0.356140118060419	0.384867956646833	0.378954652048739	0.302452650413877	0.292978665961724	0.290595528331491
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	-0.142213627631982	-0.176962658818077	0.167953650732794	-0.187258668058402	-0.188545669213443	-0.156370640337428	0.146074631097104	0.122908610306374	-0.134491620701739	-0.129343616081577	-0.194980674988645	0.0392535352287372	-0.165379648422712	-0.173101655352956	0.0778635698799541	-0.167953650732794	-0.0727155652597919	0.415057872500582	-0.0199485179031288	0.0341055306085749	-0.193693673833605	-0.124195611461414	-0.249034723500349	-0.256756730430592	-0.0714285641047513	0.0881595791202785	-0.0894465802753191	-0.193693673833605	0.0649935583295485	-0.188545669213443	-0.0984555883606031	-0.116473604531171	-0.15894464264751	-0.120334607996293	-0.234877710794903
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	-0.142213627631982	-0.176962658818077	0.167953650732794	-0.187258668058402	-0.188545669213443	-0.156370640337428	0.146074631097104	0.122908610306374	-0.134491620701739	-0.129343616081577	-0.194980674988645	0.0392535352287372	-0.165379648422712	-0.173101655352956	0.0778635698799541	-0.167953650732794	-0.0727155652597919	0.415057872500582	-0.0199485179031288	0.0341055306085749	-0.193693673833605	-0.124195611461414	-0.249034723500349	-0.256756730430592	-0.0714285641047513	0.0881595791202785	-0.0894465802753191	-0.193693673833605	0.0649935583295485	-0.188545669213443	-0.0984555883606031	-0.116473604531171	-0.15894464264751	-0.120334607996293	-0.234877710794903
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX_	-0.189832670368483	0.124195611461414	0.169240651887834	-0.241312716570106	-0.0920205825854003	0.225868702709619	-0.216859694624335	0.0482625433140211	0.391891851709852	0.146074631097104	0.0495495444690617	0.155083639182388	0.422779879430825	0.133204619546698	0.0740025664148324	-0.363577826298959	-0.243886718880187	-0.0971685872055625	0.121621609151333	0.349420813593513	-0.102316591825725	-0.201415680763848	0.101029590670684	0.295366765081809	-0.108751597600928	-0.0173745155930476	0.11518660337613	-0.255469729275552	-0.134491620701739	-0.238738714260024	0.368725830919121	-0.0444015398488994	-0.142213627631982	-0.007078506352723	0.0675675606396296
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	0.293613961638077	0.169330917427417	0.329028409975346	0.223518811914351	0.198384300583695	0.212223272630885	0.145205861598707	0.256745158288552	0.190281664956671	0.182649861354443	0.242963431626822	0.131635627328341	0.198134143654519	0.170633473275269	0.376457113314699	0.266281583453761	0.428092685778104	0.147247697747701	0.152602277305867	0.227986236328242	-0.002811864666993	0.342139264032201	0.181288996474128	0.114381602056681	0.164685514646109	0.236065276434179	0.172804502353822	0.158075504633489	0.0892669790596918	0.148963514199667	0.0506453092099287	0.125676117025553	0.106038548623973	0.273465685419579	0.257515551675964
REACTOME_DAP12_INTERACTIONS	0.137822781395695	0.114302195600279	0.0887502828805459	0.144715856878359	0.111415198510295	0.123990928510564	0.0655927280476285	0.041920253094329	0.104474074555429	0.116043980634219	0.126888786553483	0.134416933154267	0.133680662199479	0.076492970842116	0.0989097460578561	0.0992304147287169	0.0723824939901155	0.128081032783199	0.127244400385407	0.0954262422091786	0.109041954713282	0.136526148246951	0.0777236812898695	0.0627966860337612	0.0855453478816787	0.0457218906047277	0.0751184359943718	0.0866729083983634	0.0337128786658508	0.090679973643937	0.0359446213210958	0.0479357045047013	0.0504603053922825	0.0942512418222512	0.0728861380465488
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.213648082938936	0.204932483660317	0.232342433824925	0.222137091794503	0.159645755304549	0.187594307023193	0.116802508192725	0.264424597058871	0.18262948828803	0.165122859868407	0.262264499656953	0.13206197262948	0.170422538546814	0.160747867854238	0.244399733301607	0.260282131199325	0.305919906657301	0.144662076852465	0.186455002890028	0.295895864476916	0.0571132505584236	0.255496631805978	0.142039082238099	0.129840544265313	0.162882702228689	0.169182120887836	0.153749358287517	0.102627171834667	0.141950691761242	0.0890134819447961	0.078609041479036	0.118727149733928	0.111316267670527	0.242727844743857	0.227387933183748
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.356631154902547	0.371550595328101	0.35013969301132	0.341985747072156	0.349854233328812	0.333652992735176	0.390228036121928	0.354273484682109	0.388935418843646	0.334503565499147	0.361750027041261	0.374311330914833	0.375068154053713	0.367067467055469	0.385443707137041	0.342129859366238	0.343114054788659	0.389360975537337	0.384173192926681	0.358500436867571	0.335282468242887	0.343089004279573	0.428013555612595	0.407196711224318	0.372513243566364	0.387436732021575	0.37839487990263	0.356462635001079	0.39706302645752	0.306243594257752	0.416409161288508	0.426593785558206	0.424047980836363	0.407264381617557	0.372289724282284
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.356631154902547	0.371550595328101	0.35013969301132	0.341985747072156	0.349854233328812	0.333652992735176	0.390228036121928	0.354273484682109	0.388935418843646	0.334503565499147	0.361750027041261	0.374311330914833	0.375068154053713	0.367067467055469	0.385443707137041	0.342129859366238	0.343114054788659	0.389360975537337	0.384173192926681	0.358500436867571	0.335282468242887	0.343089004279573	0.428013555612595	0.407196711224318	0.372513243566364	0.387436732021575	0.37839487990263	0.356462635001079	0.39706302645752	0.306243594257752	0.416409161288508	0.426593785558206	0.424047980836363	0.407264381617557	0.372289724282284
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_	0.446734476290799	0.412784535989188	0.417060704045822	0.43806405654337	0.417123133004039	0.448021954064649	0.410347143813438	0.402310385971382	0.433059766298167	0.442370223782154	0.438594711736702	0.4485715878257	0.433678674559128	0.434965480052467	0.409062038595769	0.453583583210655	0.412241238673612	0.433727848951635	0.45427774762098	0.437397523053582	0.395899693654215	0.449859197890228	0.471287138283095	0.457414699203907	0.423864473038188	0.433727848951635	0.455498997790085	0.395298566642402	0.431873344966074	0.429969116569454	0.48144557349362	0.458042805613235	0.446110268557909	0.45177251382917	0.434917264684697
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.345057881103786	0.388416979049161	0.357181692667167	0.33204245284298	0.357226734350072	0.313670155125956	0.414631649635383	0.371835199322644	0.397621125332567	0.318430512999254	0.357177307426594	0.366980301517837	0.378797114802606	0.367728117432571	0.408746475250374	0.320090618571361	0.351670962789976	0.398186108878526	0.377112750138959	0.354142242070241	0.352585442421953	0.324576072339223	0.423921171495884	0.405677227660983	0.382614154243128	0.395635992717085	0.368062794202537	0.380846087898319	0.409635193653027	0.289326908466112	0.401366580590789	0.431053264693174	0.435281989039209	0.409633263740624	0.374248291011436
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.345057881103786	0.388416979049161	0.357181692667167	0.33204245284298	0.357226734350072	0.313670155125956	0.414631649635383	0.371835199322644	0.397621125332567	0.318430512999254	0.357177307426594	0.366980301517837	0.378797114802606	0.367728117432571	0.408746475250374	0.320090618571361	0.351670962789976	0.398186108878526	0.377112750138959	0.354142242070241	0.352585442421953	0.324576072339223	0.423921171495884	0.405677227660983	0.382614154243128	0.395635992717085	0.368062794202537	0.380846087898319	0.409635193653027	0.289326908466112	0.401366580590789	0.431053264693174	0.435281989039209	0.409633263740624	0.374248291011436
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.345057881103786	0.388416979049161	0.357181692667167	0.33204245284298	0.357226734350072	0.313670155125956	0.414631649635383	0.371835199322644	0.397621125332567	0.318430512999254	0.357177307426594	0.366980301517837	0.378797114802606	0.367728117432571	0.408746475250374	0.320090618571361	0.351670962789976	0.398186108878526	0.377112750138959	0.354142242070241	0.352585442421953	0.324576072339223	0.423921171495884	0.405677227660983	0.382614154243128	0.395635992717085	0.368062794202537	0.380846087898319	0.409635193653027	0.289326908466112	0.401366580590789	0.431053264693174	0.435281989039209	0.409633263740624	0.374248291011436
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	-0.0842985756551569	-0.116473604531171	0.0148005132829665	-0.223294700399538	-0.151222635717266	-0.247747722345308	-0.0688545617946701	-0.0225225202132098	0.007078506352723	-0.0469755421589806	-0.131917618391658	-0.135778621856779	0.04568854100394	-0.0984555883606031	-0.0842985756551569	-0.0688545617946701	-0.124195611461414	-0.0765765687249135	-0.0817245733450757	-0.101029590670684	-0.170527653042875	-0.153796638027347	0.156370640337428	0.0830115745001163	-0.0199485179031288	-0.0508365456241023	0.0559845502442645	0.167953650732794	-0.0637065571745079	-0.236164711949943	0.171814654197915	0.191119671523524	0.106177595290846	0.0714285641047513	-0.121621609151333
REACTOME_VISUAL_PHOTOTRANSDUCTION	0.444096302217482	0.431286295746963	0.436931380437422	0.450591769096735	0.433878554374377	0.404604082473544	0.402818871588928	0.459423655696578	0.414945325493618	0.446882032286299	0.469080334471277	0.433078123025694	0.427421324727925	0.408895437270136	0.425254489781504	0.426600878998887	0.435112515828807	0.433343824046957	0.447915992935757	0.459403061912222	0.263481634361104	0.404142056244349	0.424663022867865	0.401561440347596	0.430661131123062	0.350785175395643	0.386100243264721	0.327337322722768	0.411767831023585	0.400470971579522	0.278320515794072	0.411038436664322	0.241893928322836	0.414969612373456	0.438791296207436
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.0968891414757576	0.10611105497731	0.0806467231469297	0.110008943919812	0.158080817906841	0.109159603006324	0.165885793573244	0.089831745273253	0.0896273322429424	0.182211641177156	0.098080280572856	0.131225394819811	0.0646059255318522	0.0942194603244098	0.0844577983722584	0.0605277511664937	0.0409898311357866	0.194147216821367	0.0709920992619562	0.0351126008684179	0.223901647549511	0.236083579631946	0.0940269404586446	0.137934323833157	0.187601717561064	0.0847366095147671	0.117028323184711	0.153407231350359	0.0858403087773518	0.166775805089444	0.13225296522736	0.095102889263237	0.116748543476119	0.0593592132653192	0.13294893023644
REACTOME_MUCOPOLYSACCHARIDOSES	0.161518644957591	0.29794076739189	0.288931759306606	0.222007699244497	0.246460721190268	0.256756730430592	0.147361632252144	0.223294700399538	0.126769613771496	0.211711690004173	0.15894464264751	0.140926626476942	0.148648633407185	0.2284427050197	0.327541793957823	0.130630617236617	0.219433696934416	0.290218760461647	0.210424688849132	0.171814654197915	0.016087514438007	0.180823662283199	0.214285692314254	0.122908610306374	0.0148005132829665	0.148648633407185	0.219433696934416	0.27477474660116	0.173101655352956	0.229729706174741	0.270913743136039	0.256756730430592	0.0920205825854002	0.066280559484589	0.107464596445887
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	0.0941188367877315	0.0760957283272284	0.0834847727953441	0.0889489896686928	0.0437392799297963	0.0615802594329838	0.0659883759657634	0.0379822140227947	0.0593773298914275	0.0907993235617537	0.0790480473423653	0.10080557755659	0.0797160478010674	0.0606531695288251	0.0534885535573913	0.0406148389998581	-0.0170770517143336	0.113460858773855	0.0596933253575903	0.0575925055923592	0.121783447681864	0.0863496210052819	0.0523605962166872	0.0249192986850897	0.0592948325410801	0.0624761692684963	0.0689123594973814	0.0701284522011816	0.0561578099437317	0.109337564602851	0.0344566097659346	0.0570630912805621	0.0386068656158884	0.0224243666992962	0.0642122716809217
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	0.028360388203741	-0.0172802676181374	0.0066574557437382	0.0361478724939903	-0.0417260719193196	-0.0109843422963749	-0.0037211245031676	-0.0507036409521307	-0.0111284866038392	0.0469224758168892	0.0148371623408973	0.0268139980870996	-0.0148499117792322	-0.0250311114992828	-0.01186679395858	-0.0438996935863783	-0.110683319092572	0.0189645729663071	-0.0094980043000181	-0.0385641746785621	0.0965783208185063	0.0077489444927723	-0.0676027752451434	-0.0771389301153104	-0.0169868326319472	-0.0110731777756956	-0.0305574091099984	-0.0253331945211936	-0.0569281080321964	0.0777266260419835	-0.0847377374661102	-0.079786149443907	-0.075694387851343	-0.0849114925320982	-0.0070706661980125
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.321106788182621	0.170527653042875	0.129343616081577	-0.135778621856779	0.103603592980765	-0.016087514438007	-0.0469755421589806	-0.0444015398488994	0.0765765687249134	0.283783754686444	-0.102316591825725	-0.0431145386938589	0.333976799733026	0.0933075837404409	0.0096525086628042	0.0508365456241023	0.25160872581043	0.340411805508229	0.0431145386938589	-0.0984555883606031	0.308236776632215	0.350707814748554	0.283783754686444	0.413770871345541	0.306949775477174	0.0328185294535344	0.211711690004173	0.377734839004405	0.0817245733450757	-0.104890594135806	0.331402797422945	0.308236776632215	0.290218760461647	0.0444015398488994	0.249034723500349
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R_	-0.0896778169368461	-0.0517091257583069	-0.0011464477968696	-0.123560830138448	-0.0711389811243053	-0.127963608377015	-0.0059135091478911	-0.0146244658516415	-0.0386854643517744	-0.0634645184694721	-0.0585502886397496	-0.0470358240747951	-0.0093332404577201	-0.0509416967105254	-0.0384817931638841	-0.0450185140727224	-0.0760247060932018	-0.0355646872155866	-0.0306756129639159	-0.0637746147827664	-0.0761932512022935	-0.0266484436854034	0.0260756135298265	-0.0193809218593638	-0.0148244588576237	-0.024720439501591	-0.0002596734168617	0.0463116025342729	-0.0014965175386694	-0.048429643535122	0.0752750642438691	0.091229234342129	0.0250327413376167	-0.0017659651872707	-0.0755687979956855
REACTOME_SELENOAMINO_ACID_METABOLISM	0.498712947578218	0.497425946423178	0.498712947578218	0.50257395104334	0.497425946423178	0.496138945268137	0.499999948733259	0.496138945268137	0.494851944113097	0.498712947578218	0.499999948733259	0.494851944113097	0.499999948733259	0.493564942958056	0.499999948733259	0.503860952198381	0.490990940647975	0.499999948733259	0.498712947578218	0.496138945268137	0.50257395104334	0.497425946423178	0.499999948733259	0.499999948733259	0.501286949888299	0.501286949888299	0.501286949888299	0.50257395104334	0.497425946423178	0.497425946423178	0.497425946423178	0.493564942958056	0.501286949888299	0.490990940647975	0.498712947578218
REACTOME_DAP12_SIGNALING	0.0662986224999265	0.0246663308828387	-0.0140445004670163	0.0574726610540825	0.0170206571479785	0.0203226034873849	0.0270954003325798	-0.0413565744948027	-0.0089882887369629	0.021358608086473	0.0213497694206339	0.04450154621377	0.02325302279699	-0.0134283632585693	0.0153540255169976	-0.0008164974389671	-0.0635573777171844	0.0775137589784049	0.0197647288875195	-0.0101269261612497	0.0609213902622847	0.0722812574452743	0.0346038953138471	-0.0056043564715997	0.0428149054751727	-0.0120541329480688	-0.0269410977989993	0.0065747443885789	-0.0191918379895246	0.0323619440188166	-0.0084228822140279	-0.0196972446891024	0.0070317631365385	0.0048016031878492	0.0089111390282674
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP_	-0.247747722345308	-0.227155703864659	-0.165379648422712	-0.286357756996525	-0.267052739670917	-0.315958783562458	-0.193693673833605	-0.164092647267672	-0.245173720035227	-0.166666649577753	-0.236164711949943	-0.201415680763848	-0.131917618391658	-0.20527668422897	-0.117760605686212	-0.166666649577753	-0.229729706174741	-0.223294700399538	-0.279922751221322	-0.164092647267672	-0.291505761616688	-0.176962658818077	-0.185971666903361	-0.220720698089457	-0.279922751221322	-0.236164711949943	-0.18211066343824	-0.0379665340736966	-0.146074631097104	-0.200128679608808	-0.0611325548644267	-0.0855855768101975	-0.0855855768101975	-0.20527668422897	-0.306949775477174
REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R	0.062122749559314	0.148482361371194	0.213538096887837	-0.0124965529889843	0.103142489223788	0.0276783427125894	0.204763456334719	0.181443015023331	0.205229396139206	0.0917640158789424	0.118715342140363	0.155041258949537	0.229595378549618	0.182324699474944	0.188398679551183	0.156423799312651	0.105086953219986	0.189935498723317	0.156658081424444	0.124523828918031	0.0112999773339628	0.17484698178815	0.307403801285632	0.222737221610053	0.183050169280073	0.19327338374955	0.224101169503821	0.304342764695256	0.215799801848222	-0.0126424403598333	0.30123246669536	0.323236920972636	0.261134726670819	0.264980985482599	0.132261885854364
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	0.173066451363034	0.191789879400798	0.200886049841914	0.156700920938603	0.152678313945229	0.161780437565513	0.19722996287259	0.173780397662887	0.169899930074159	0.187558120345556	0.166208430267882	0.191742241700399	0.192527451299	0.183568735927602	0.186305788459698	0.158081522545603	0.139598026398485	0.197833343657009	0.156858038685124	0.163120533528643	0.211169474398928	0.169559586537674	0.20623457213538	0.196850721048096	0.176144641330929	0.179660323789349	0.166319085034685	0.199678064580271	0.189765684074706	0.177748318591788	0.194076105668086	0.203841358721728	0.209521246321023	0.170825893015238	0.156599643427684
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	0.321106788182621	0.170527653042875	0.129343616081577	-0.135778621856779	0.103603592980765	-0.016087514438007	-0.0469755421589806	-0.0444015398488994	0.0765765687249134	0.283783754686444	-0.102316591825725	-0.0431145386938589	0.333976799733026	0.0933075837404409	0.0096525086628042	0.0508365456241023	0.25160872581043	0.340411805508229	0.0431145386938589	-0.0984555883606031	0.308236776632215	0.350707814748554	0.283783754686444	0.413770871345541	0.306949775477174	0.0328185294535344	0.211711690004173	0.377734839004405	0.0817245733450757	-0.104890594135806	0.331402797422945	0.308236776632215	0.290218760461647	0.0444015398488994	0.249034723500349
