gene_id	string_protein_id	propagate_score
ARID4B	9606.ENSP00000264183	4.072849547116072e-05
SS18	9606.ENSP00000414516	3.612431073223358e-05
BRD9	9606.ENSP00000419765	3.3998576065561425e-05
VPS72	9606.ENSP00000346464	3.829746896236631e-05
DMAP1	9606.ENSP00000361363	5.516856815145765e-05
SMARCE1	9606.ENSP00000323967	7.568485022722554e-05
MORF4L2	9606.ENSP00000394417	4.030305493439982e-05
ACTR8	9606.ENSP00000336842	2.212732012777378e-05
TRRAP	9606.ENSP00000352925	0.0001224107247225259
YEATS4	9606.ENSP00000247843	5.90072755717445e-05
BANF1	9606.ENSP00000433760	5.9811578828219446e-05
BICRA	9606.ENSP00000379946	3.06571485829847e-05
EPC1	9606.ENSP00000263062	4.0175661085507436e-05
BCL11B	9606.ENSP00000349723	5.879518445791679e-05
DPF3	9606.ENSP00000479526	3.725863292427928e-05
SMARCC1	9606.ENSP00000254480	9.00829574058525e-05
EPC2	9606.ENSP00000258484	3.3929615234658866e-05
ARID1B	9606.ENSP00000490491	4.4611047768493605e-05
SMARCD2	9606.ENSP00000392617	3.904907080194303e-05
MRGBP	9606.ENSP00000359518	3.4076979252442654e-05
DPF2	9606.ENSP00000252268	2.773230399578895e-05
POTEF	9606.ENSP00000386786	2.7629693256821364e-05
ACTL6A	9606.ENSP00000397552	0.00011975859115684871
ARID1A	9606.ENSP00000320485	9.670870683380643e-05
SS18L1	9606.ENSP00000333012	2.418560218437446e-05
SMARCD1	9606.ENSP00000378414	7.370520809852063e-05
SMARCD3	9606.ENSP00000262188	5.329904574702795e-05
MORF4L1	9606.ENSP00000331310	8.219975721350502e-05
KIF22	9606.ENSP00000160827	2.7977601560965134e-05
RACGAP1	9606.ENSP00000404190	5.6888048233780205e-05
KIFC1	9606.ENSP00000393963	5.092236604119299e-05
KIFC3	9606.ENSP00000442008	1.3653751536096858e-05
OBP2A	9606.ENSP00000342097	3.601753378269568e-06
NCAPH	9606.ENSP00000240423	3.973398166803478e-05
UBE2C	9606.ENSP00000348838	8.80778942573553e-05
KIF18B	9606.ENSP00000465992	2.245840721145697e-05
MAZ	9606.ENSP00000219782	1.2687378180062352e-05
HIRIP3	9606.ENSP00000279392	5.200389578321637e-06
INCENP	9606.ENSP00000378295	5.0742284586361024e-05
CCNA2	9606.ENSP00000481380	0.00017876203757971577
TPX2	9606.ENSP00000300403	5.699277352757439e-05
KIF23	9606.ENSP00000260363	7.099851477400732e-05
KIF20A	9606.ENSP00000378356	6.517775814487913e-05
CDCA8	9606.ENSP00000362146	8.29831978468665e-05
TACC3	9606.ENSP00000326550	4.854145444661007e-05
PRC1	9606.ENSP00000377793	4.5296027679399735e-05
KIF4A	9606.ENSP00000363524	5.332642959581125e-05
AURKA	9606.ENSP00000216911	0.00011412590190985075
KIF21A	9606.ENSP00000354878	8.827370405846329e-06
CDC20	9606.ENSP00000361540	0.00014748789458479114
APOD	9606.ENSP00000345179	5.3171841809167034e-05
KIF20B	9606.ENSP00000360793	1.6744654496318105e-05
LCN1	9606.ENSP00000263598	4.6371246364851744e-05
KIF2A	9606.ENSP00000385000	2.3761852921007373e-05
KIF4B	9606.ENSP00000387875	3.502881088941352e-06
KIF2C	9606.ENSP00000361298	7.344778043735441e-05
BIRC5	9606.ENSP00000301633	0.00010588796916656614
KIF15	9606.ENSP00000324020	5.149766496243475e-05
BUB1B	9606.ENSP00000287598	0.0001251324937717579
PBK	9606.ENSP00000428489	5.936998891397527e-05
OBP2B	9606.ENSP00000484615	3.601753378269568e-06
KIF11	9606.ENSP00000260731	9.361634484330451e-05
CDCA3	9606.ENSP00000442068	5.282875898879412e-05
KIF2B	9606.ENSP00000268919	8.369810679937777e-06
KIFC2	9606.ENSP00000301332	4.681430702413668e-06
KIF14	9606.ENSP00000356319	4.854599168891224e-05
CEACAM1	9606.ENSP00000161559	2.527508701740319e-05
LGALS9C	9606.ENSP00000329932	6.727061731344323e-05
CEACAM8	9606.ENSP00000244336	7.589476636039106e-05
POLDIP2	9606.ENSP00000475924	1.579028892355844e-05
CEACAM5	9606.ENSP00000221992	6.51613721396648e-05
LGALS9B	9606.ENSP00000315564	6.026473025825028e-05
CEACAM6	9606.ENSP00000199764	1.7504336682588002e-05
YTHDC2	9606.ENSP00000161863	2.2542959589999182e-05
HNRNPA2B1	9606.ENSP00000346694	8.790366679210185e-05
RBMX	9606.ENSP00000359645	5.8119382910192266e-05
FTO	9606.ENSP00000418823	5.8807331924135876e-05
MEIOC	9606.ENSP00000386452	6.557528536642217e-07
FIP1L1	9606.ENSP00000336752	4.836932682949927e-05
RBM15	9606.ENSP00000358799	3.186132866831907e-05
CBLL1	9606.ENSP00000401277	2.5114779663728514e-05
IGF2BP1	9606.ENSP00000290341	6.462931905690056e-05
WTAP	9606.ENSP00000351141	4.629689195121741e-05
HNRNPC	9606.ENSP00000451291	0.00010981969771953014
CSTF3	9606.ENSP00000315791	2.4949820148539426e-05
ZC3H13	9606.ENSP00000242848	3.7484550045906584e-05
XRN1	9606.ENSP00000264951	3.794868528799454e-05
METTL16	9606.ENSP00000263092	1.9064955419853996e-05
VIRMA	9606.ENSP00000297591	2.559612147524508e-05
ALKBH1	9606.ENSP00000216489	1.6948951912396294e-05
ALKBH5	9606.ENSP00000382091	2.281047180521459e-05
CSTF1	9606.ENSP00000217109	1.8801420962764743e-05
METTL3	9606.ENSP00000298717	4.991666453416906e-05
CPSF2	9606.ENSP00000298875	2.9254380037481083e-05
IGF2BP3	9606.ENSP00000258729	4.02017051114866e-05
CPSF1	9606.ENSP00000484669	2.9579142918190956e-05
NUDT21	9606.ENSP00000300291	3.039880618793531e-05
YTHDF1	9606.ENSP00000359364	2.12826334364927e-05
CLP1	9606.ENSP00000434995	2.7936060624455334e-05
METTL14	9606.ENSP00000373474	4.489661517411472e-05
RBM15B	9606.ENSP00000454545	2.0083935238963903e-05
PRRC2A	9606.ENSP00000365201	8.012838325633439e-06
FOXJ2	9606.ENSP00000162391	1.3418346510069762e-06
POU3F2	9606.ENSP00000329170	2.387852390018619e-05
BID	9606.ENSP00000318822	0.00010261710800262188
CASP8	9606.ENSP00000351273	0.0002701723095154655
CASP2	9606.ENSP00000312664	4.702007316549358e-05
MAP3K1	9606.ENSP00000382423	0.00010989316856057782
CASP10	9606.ENSP00000286186	6.211624953520184e-05
EDAR	9606.ENSP00000258443	2.66344494049361e-05
TAB1	9606.ENSP00000216160	0.00013295147856916213
RELA	9606.ENSP00000384273	0.00042650494628515003
BIRC2	9606.ENSP00000477613	0.00017353221008263684
IL6R	9606.ENSP00000357470	0.0003964979492971099
RIPK3	9606.ENSP00000216274	9.64010693057019e-05
MADD	9606.ENSP00000310933	1.6745005078168798e-05
TRAF5	9606.ENSP00000261464	8.323764647972653e-05
CYLD	9606.ENSP00000392025	0.00010987929722726169
TNIP1	9606.ENSP00000317891	2.8414748830559195e-05
HTRA2	9606.ENSP00000258080	4.654951589887889e-05
RFK	9606.ENSP00000365926	2.036138930138423e-05
JAK2	9606.ENSP00000371067	0.0007259837133271038
TRADD	9606.ENSP00000341268	0.00015489490422248504
TRAF6	9606.ENSP00000433623	0.00047242489433256746
DAXX	9606.ENSP00000266000	0.00016383650218646496
TNFSF9	9606.ENSP00000245817	7.810400038692386e-05
IKBKB	9606.ENSP00000430684	0.0002828934473677058
TNFRSF10B	9606.ENSP00000276431	9.276847709966163e-05
TNFRSF6B	9606.ENSP00000359013	2.2194463098727644e-05
MLKL	9606.ENSP00000308351	5.455415252857551e-05
TNFRSF12A	9606.ENSP00000326737	0.00018526103325048265
LTB	9606.ENSP00000410481	5.6237598379413236e-05
RIPK1	9606.ENSP00000259808	0.0001908204906974259
XIAP	9606.ENSP00000360242	0.00018124458545738713
CASP7	9606.ENSP00000358327	8.295423216687811e-05
IL17RC	9606.ENSP00000295981	7.602106848358441e-05
SPATA2	9606.ENSP00000416799	2.3389269459395886e-05
TAB2	9606.ENSP00000356426	0.00014109710234541661
TRAF2	9606.ENSP00000247668	0.00022668143951217663
BIRC3	9606.ENSP00000263464	0.00015678934168267256
TNFRSF21	9606.ENSP00000296861	4.46307298408663e-05
TANK	9606.ENSP00000259075	6.530453551932479e-05
TAB3	9606.ENSP00000368215	0.0001006368845515893
SHARPIN	9606.ENSP00000381698	6.228267842710957e-05
RBCK1	9606.ENSP00000348632	6.250296745144942e-05
TRPC4AP	9606.ENSP00000252015	2.211363493621647e-05
BAG4	9606.ENSP00000287322	2.4149818971728103e-05
TNFRSF25	9606.ENSP00000367013	6.812312679886366e-05
LTBR	9606.ENSP00000228918	8.348829438617502e-05
CFLAR	9606.ENSP00000312455	8.903033404039127e-05
TNFAIP3	9606.ENSP00000481570	0.00012079542725803403
TNFRSF14	9606.ENSP00000347948	0.00010678790679980886
SUMO1	9606.ENSP00000376077	0.00013246405445186955
NSMAF	9606.ENSP00000411012	9.225131910321285e-06
TNFSF10	9606.ENSP00000241261	7.604190001853759e-05
TNIP2	9606.ENSP00000321203	4.254079030535042e-05
IKBKG	9606.ENSP00000483825	0.0002357026073035282
TIMP1	9606.ENSP00000218388	0.001228345278029369
MAP3K7	9606.ENSP00000358335	0.0002384355562684771
FADD	9606.ENSP00000301838	0.00015330081339226106
RIPK2	9606.ENSP00000220751	0.00010254422741471817
TNFSF12	9606.ENSP00000293825	0.0002880345690839037
RNF31	9606.ENSP00000315112	7.791181977663375e-05
TNFSF15	9606.ENSP00000363157	2.2010795899731738e-05
GOLGA5	9606.ENSP00000163416	1.4908092316504576e-05
COG3	9606.ENSP00000258654	3.0505512930573748e-05
BLZF1	9606.ENSP00000356782	5.504966369644483e-06
TRIP11	9606.ENSP00000267622	1.6225203817421644e-05
COG1	9606.ENSP00000299886	1.8027947088996474e-05
COG8	9606.ENSP00000497669	1.7992448185437327e-05
COG7	9606.ENSP00000305442	1.717651683953205e-05
CUX1	9606.ENSP00000353401	2.3408073754371612e-05
GOLGB1	9606.ENSP00000377275	1.6957717869722532e-05
GORASP1	9606.ENSP00000313869	2.0127458290455348e-05
COG2	9606.ENSP00000355629	1.7158174399329448e-05
GOLGA1	9606.ENSP00000362656	1.3741647151366222e-05
COG4	9606.ENSP00000315775	1.968635169964071e-05
GOLIM4	9606.ENSP00000417354	5.7789499467495695e-06
COG5	9606.ENSP00000297135	1.654306985487681e-05
COG6	9606.ENSP00000397441	2.124857670172303e-05
GOLGA2	9606.ENSP00000416097	3.4484558435084325e-05
CELSR3	9606.ENSP00000164024	1.1091949185629842e-05
PPP2R5B	9606.ENSP00000164133	4.724249065522897e-05
XBP1	9606.ENSP00000216037	0.00016825985746022834
PPP2R5C	9606.ENSP00000412324	5.734535131807111e-05
PTPA	9606.ENSP00000377036	3.448987088471713e-05
AKT2	9606.ENSP00000375892	0.00020122289232288467
PPP2R3A	9606.ENSP00000264977	4.4267986306351006e-05
PPP3CC	9606.ENSP00000380878	5.780715694453687e-05
PPP2R5D	9606.ENSP00000417963	4.582459469581694e-05
PPP4R1	9606.ENSP00000383402	2.846585202534156e-05
PPP2R2D	9606.ENSP00000399970	6.734985091927914e-05
PPP2R3B	9606.ENSP00000375080	3.746962905933324e-05
IER3	9606.ENSP00000259874	1.2593172041711514e-05
PPP4C	9606.ENSP00000279387	4.294145093381505e-05
PPP2R2C	9606.ENSP00000372042	6.375176626364843e-05
TNNI3	9606.ENSP00000341838	8.805135299974683e-05
PPP2R2A	9606.ENSP00000325074	9.350357531818634e-05
PPP3CA	9606.ENSP00000378323	9.129467391581524e-05
PPP2R5A	9606.ENSP00000261461	5.851717882840519e-05
DRD2	9606.ENSP00000354859	8.769008641435108e-05
PPP1R1A	9606.ENSP00000257905	3.3545270031255675e-05
GPHA2	9606.ENSP00000279168	1.3231115837874473e-05
REC8	9606.ENSP00000482546	3.377063182995613e-05
SGO1	9606.ENSP00000263753	4.906257949998442e-05
AKT3	9606.ENSP00000500582	0.00016201543579982526
PPP2R2B	9606.ENSP00000377936	7.617687286250058e-05
PPP2R5E	9606.ENSP00000337641	3.963281925720912e-05
PPP3CB	9606.ENSP00000378306	7.587206211369301e-05
GCK	9606.ENSP00000223366	8.195990364689038e-05
ROM1	9606.ENSP00000278833	3.0442935248462907e-05
MB	9606.ENSP00000352835	5.4097265509461755e-05
AMY2B	9606.ENSP00000354610	2.933945690330144e-05
AMY1B	9606.ENSP00000330484	3.839118521910874e-05
PHKG2	9606.ENSP00000455607	1.9263633656802046e-05
FOSL1	9606.ENSP00000310170	6.587391151316238e-05
G6PC2	9606.ENSP00000364512	5.9171500745258185e-05
ACTN3	9606.ENSP00000422007	3.4240670250125174e-05
PHKB	9606.ENSP00000313504	1.8769538141083347e-05
CAPN1	9606.ENSP00000431984	5.1761725077624645e-05
PHKG1	9606.ENSP00000445440	6.496263909312368e-06
ENPP3	9606.ENSP00000406261	9.778890203990476e-05
PUDP	9606.ENSP00000396452	1.3002408848608515e-05
PHKA1	9606.ENSP00000362643	1.7885045744473194e-05
AGL	9606.ENSP00000294724	2.7595626853792272e-05
ENO3	9606.ENSP00000324105	4.161419069628788e-05
UGP2	9606.ENSP00000338703	2.2427896241362314e-05
MEN1	9606.ENSP00000337088	9.724006935199345e-05
AMY2A	9606.ENSP00000481450	3.7274597481600805e-05
PHKA2	9606.ENSP00000369274	1.7083075139505846e-05
PGAM2	9606.ENSP00000297283	3.1371390404300374e-05
G6PC3	9606.ENSP00000269097	5.3959336874850867e-05
NA	9606.ENSP00000485952	2.719169064033048e-05
FKBP2	9606.ENSP00000378046	2.0047736579318968e-05
MGAM2	9606.ENSP00000420449	2.0123446051860914e-05
ENPP1	9606.ENSP00000498074	0.00011643141069454404
SCGB1A1	9606.ENSP00000278282	3.403069786063023e-05
MAP3K11	9606.ENSP00000309597	3.465542418982148e-05
MARK2	9606.ENSP00000385751	3.6468649166031515e-05
H6PD	9606.ENSP00000473348	8.163388567117588e-05
SF1	9606.ENSP00000366604	4.815539414988689e-05
GYG1	9606.ENSP00000340736	1.8949251397532072e-05
PFKM	9606.ENSP00000496597	4.433270785209072e-05
G6PC	9606.ENSP00000253801	6.317399753957134e-05
NA	9606.ENSP00000498991	1.4145242535031185e-05
AHNAK	9606.ENSP00000367263	3.1820738164045185e-05
GYG2	9606.ENSP00000370555	1.6853996110467595e-05
ALDOA	9606.ENSP00000496166	5.4588793583206615e-05
FTH1	9606.ENSP00000273550	3.577265492412805e-05
MGAM	9606.ENSP00000447378	4.9287910263342333e-05
COX8A	9606.ENSP00000321260	3.46042374817441e-05
BCL3	9606.ENSP00000164227	5.220108460020458e-05
COPS5	9606.ENSP00000350512	0.00011905734136566946
RELB	9606.ENSP00000221452	7.218668034837704e-05
REL	9606.ENSP00000295025	0.0001224931775043071
PIR	9606.ENSP00000369786	7.264708105594517e-06
NFKB2	9606.ENSP00000358983	0.00011742692714093641
PIGF	9606.ENSP00000281382	6.054000640849487e-06
DPM3	9606.ENSP00000357384	2.40441180604963e-05
PRLH	9606.ENSP00000165524	8.29355880971144e-06
NPFF	9606.ENSP00000267017	2.8476234449538437e-05
NPFFR2	9606.ENSP00000307822	6.282303210724423e-06
PRL	9606.ENSP00000302150	0.00024472193852168565
PRLHR	9606.ENSP00000239032	5.7879211530568826e-06
QRFP	9606.ENSP00000485512	1.5885094778582644e-05
NPVF	9606.ENSP00000222674	2.3633231905484727e-05
FSTL3	9606.ENSP00000166139	0.00016823438113005906
INHBB	9606.ENSP00000295228	0.001111634898144418
INHBA	9606.ENSP00000242208	0.0011258787635855861
GDF11	9606.ENSP00000257868	0.00025752734140104433
BMP2	9606.ENSP00000368104	0.001971256070686857
EPHA8	9606.ENSP00000166244	3.2281228949161467e-05
EFNB2	9606.ENSP00000493716	0.00016863630176646658
EPHB4	9606.ENSP00000350896	6.34406425820198e-05
EFNB1	9606.ENSP00000204961	7.364323238240855e-05
EFNB3	9606.ENSP00000226091	7.81757903797411e-05
EFNA2	9606.ENSP00000215368	0.00013525816477038164
EFNA1	9606.ENSP00000357392	0.0001859063464053346
EFNA3	9606.ENSP00000357393	0.0001465525969803286
EFNA4	9606.ENSP00000414378	0.00013888379845172346
EFNA5	9606.ENSP00000328777	0.0001422389917019786
NGEF	9606.ENSP00000264051	5.97672515314167e-05
ABL1	9606.ENSP00000361423	0.0002943809295230487
TRIP13	9606.ENSP00000166345	3.5385270829926046e-05
BUB3	9606.ENSP00000357858	5.23987711939423e-05
MAD2L1	9606.ENSP00000296509	9.172353378247532e-05
SKA1	9606.ENSP00000285116	3.084265650094676e-05
HJURP	9606.ENSP00000414109	6.469764708740197e-05
NUSAP1	9606.ENSP00000499238	5.133456406615684e-05
CDK1	9606.ENSP00000378699	0.000271164505220818
DMC1	9606.ENSP00000216024	1.2509739964230913e-05
ASPM	9606.ENSP00000356379	6.571108198394762e-05
TK1	9606.ENSP00000468425	4.7233738732147225e-05
MELK	9606.ENSP00000298048	5.61915811066891e-05
NCAPG	9606.ENSP00000251496	5.963873826435151e-05
NEK2	9606.ENSP00000355966	6.279005174903415e-05
DLGAP5	9606.ENSP00000247191	6.391904994202515e-05
SHLD3	9606.ENSP00000424007	2.720476074759248e-06
AURKB	9606.ENSP00000313950	0.000123477544396188
FOXM1	9606.ENSP00000342307	0.00010082546594466437
ANLN	9606.ENSP00000265748	5.265738320571842e-05
HORMAD1	9606.ENSP00000355167	1.2522910241207018e-05
MAD2L2	9606.ENSP00000235310	3.601900102669646e-05
CKS1B	9606.ENSP00000311083	3.904246664680718e-05
SPO11	9606.ENSP00000360310	3.81787746150924e-05
MAD2L1BP	9606.ENSP00000410818	3.5918365211022863e-06
CCNB1	9606.ENSP00000256442	0.00018284367332899117
CENPF	9606.ENSP00000355922	6.11709973949878e-05
HMMR	9606.ENSP00000377492	0.00013408028297914908
BUB1	9606.ENSP00000302530	0.00010721092263904473
CCNB2	9606.ENSP00000288207	9.52941662064693e-05
NUF2	9606.ENSP00000271452	6.958423140985226e-05
TTK	9606.ENSP00000358813	6.43576214566561e-05
TOP2A	9606.ENSP00000411532	9.608658516487543e-05
HORMAD2	9606.ENSP00000385055	7.164965029385434e-06
CEP55	9606.ENSP00000360540	6.000800056708079e-05
CDCA5	9606.ENSP00000275517	5.127059978685212e-05
VASH1	9606.ENSP00000167106	3.1157737517932735e-06
TUBA1A	9606.ENSP00000439020	8.614912428388141e-05
ANGEL1	9606.ENSP00000251089	2.675133091395237e-06
TUBB3	9606.ENSP00000320295	4.2285356996295683e-05
SVBP	9606.ENSP00000361599	5.2330357599017465e-06
KRT14	9606.ENSP00000167586	3.5204698106647485e-05
TP63	9606.ENSP00000264731	3.802448684887521e-05
KRT5	9606.ENSP00000252242	5.68978956898595e-05
IVL	9606.ENSP00000357753	4.283427976184338e-05
ITGB4	9606.ENSP00000200181	0.0005458746666725094
KRT3	9606.ENSP00000413479	2.9996020387588437e-06
PKP1	9606.ENSP00000263946	4.511820353669698e-05
KRT6B	9606.ENSP00000252252	1.3302577050104627e-05
PLEC	9606.ENSP00000323856	7.827686497789662e-05
KRT17	9606.ENSP00000308452	1.3505539435605158e-05
LOR	9606.ENSP00000357731	4.8292616773685027e-05
KRT15	9606.ENSP00000377546	4.037595956861233e-06
KRT16	9606.ENSP00000301653	1.1252600896761985e-05
FLG	9606.ENSP00000357789	4.173899572591183e-05
ITGA6	9606.ENSP00000386896	0.0005071194805229178
COL17A1	9606.ENSP00000497653	5.2357516364310977e-05
KRT6A	9606.ENSP00000369317	1.3857477868676924e-05
KRT20	9606.ENSP00000167588	3.7524771114350686e-05
MUC6	9606.ENSP00000406861	3.771598145698478e-05
MUC1	9606.ENSP00000484824	0.00022464932256837758
CHGA	9606.ENSP00000216492	4.0645628586704824e-05
CDX2	9606.ENSP00000370408	6.439337474871443e-05
CALB2	9606.ENSP00000307508	4.5018187942918134e-05
PAX8	9606.ENSP00000263334	7.076444225117449e-05
SYP	9606.ENSP00000263233	0.0001012753597530186
KRT9	9606.ENSP00000246662	2.237726876105508e-06
ENO2	9606.ENSP00000437402	7.76680771515983e-05
NAPSA	9606.ENSP00000253719	2.9908399675230878e-05
UPK3A	9606.ENSP00000216211	5.539822511383261e-06
NKX2-1	9606.ENSP00000346879	5.4286838519233366e-05
WT1	9606.ENSP00000368370	0.00010107363433486643
MUC2	9606.ENSP00000494061	4.375088735029723e-05
UPK2	9606.ENSP00000264031	6.8121756688272226e-06
MUC5AC	9606.ENSP00000485659	6.892905505484986e-05
SPP2	9606.ENSP00000168148	1.1630630812483975e-05
AHSG	9606.ENSP00000273784	0.00019755894881512846
MGP	9606.ENSP00000228938	9.318064926601302e-05
HSD17B10	9606.ENSP00000168216	2.7359619753787217e-05
HADHA	9606.ENSP00000370023	2.3123179031165624e-05
RPP30	9606.ENSP00000389182	2.2085738304156543e-05
ETFB	9606.ENSP00000346173	1.8206575212384114e-05
HADHB	9606.ENSP00000325136	3.787807691120109e-05
POP4	9606.ENSP00000465213	1.5253042262198747e-05
AGO4	9606.ENSP00000362306	2.1644693556264728e-05
RPP21	9606.ENSP00000409799	1.7534065464930008e-05
POP7	9606.ENSP00000304353	1.726479397875162e-05
TRMT10C	9606.ENSP00000312356	5.711384790042231e-06
AGO2	9606.ENSP00000220592	0.00011340440137689948
RPP40	9606.ENSP00000369391	1.726436314966903e-05
ACAA2	9606.ENSP00000285093	3.602558138577025e-05
PRORP	9606.ENSP00000440915	1.696673116993323e-05
AGO3	9606.ENSP00000362287	2.4631800954522506e-05
RPP14	9606.ENSP00000412894	1.821040237010552e-05
HADH	9606.ENSP00000474560	2.3609985808542654e-05
ERN1	9606.ENSP00000401445	7.137929770816198e-05
POP1	9606.ENSP00000385787	1.7532896490934894e-05
DHRS11	9606.ENSP00000482704	1.842561340520728e-05
HUWE1	9606.ENSP00000340648	4.3974201083621796e-05
POP5	9606.ENSP00000350098	1.783203848978494e-05
ACAA1	9606.ENSP00000333664	4.442405905893417e-05
DYNC1H1	9606.ENSP00000348965	5.7566363813155984e-05
ECHS1	9606.ENSP00000357535	2.370726802157241e-05
AGO1	9606.ENSP00000362300	5.694296668535492e-05
TRMT61B	9606.ENSP00000302801	5.387746171276201e-06
DGCR8	9606.ENSP00000263209	3.2544279658184406e-05
FSIP1	9606.ENSP00000280236	3.074861329877159e-06
RPP25	9606.ENSP00000317691	2.1684264237625837e-05
EHHADH	9606.ENSP00000231887	3.5085490890904444e-05
PRKRA	9606.ENSP00000318176	2.07495162813995e-05
ECI1	9606.ENSP00000301729	1.2566800150589527e-05
DHX9	9606.ENSP00000356520	0.00011267490778271426
FGFR1	9606.ENSP00000393312	0.0007397706676223859
FGF19	9606.ENSP00000294312	0.00030330351640082547
NANOG	9606.ENSP00000229307	0.0004627449125264303
KL	9606.ENSP00000369442	0.00033208312467149307
FGF1	9606.ENSP00000480791	0.0011624609753546542
FGFR4	9606.ENSP00000292408	0.0005549269457392993
IGF1R	9606.ENSP00000497069	0.00150968990266639
HDGF	9606.ENSP00000357189	0.00011080149719740033
POU5F1	9606.ENSP00000259915	0.0005477098414063341
TEK	9606.ENSP00000369375	0.0006068806332392649
NTRK2	9606.ENSP00000277120	0.0005083269938967534
FGFBP1	9606.ENSP00000371770	0.000274402657884063
FGFRL1	9606.ENSP00000381498	0.00025319197833241556
GREM1	9606.ENSP00000498748	0.0002240644264990483
FGF23	9606.ENSP00000237837	0.0004411789229623302
PDGFRB	9606.ENSP00000261799	0.0015778897130280523
FRS2	9606.ENSP00000447241	0.0003917627817459755
COL18A1	9606.ENSP00000352798	0.0003749529344327648
FGFR3	9606.ENSP00000339824	0.0006169065473406098
EPHA2	9606.ENSP00000351209	0.0005610461476617272
SHH	9606.ENSP00000297261	0.000532145162021324
KLB	9606.ENSP00000257408	0.00027615697057026815
INSR	9606.ENSP00000303830	0.00047782901201079767
FLT1	9606.ENSP00000282397	0.0013758509375788896
LTO1	9606.ENSP00000279147	4.603305442970353e-05
FLT4	9606.ENSP00000261937	0.000585345643468794
FLT3	9606.ENSP00000241453	0.0005826501289441318
BMP4	9606.ENSP00000245451	0.0010465792958878153
FGFR2	9606.ENSP00000410294	0.0006676457744021259
ST6GAL1	9606.ENSP00000169298	6.795156082113019e-06
B4GALT1	9606.ENSP00000369055	4.50072520765222e-05
B4GALT3	9606.ENSP00000480428	4.743745034206288e-05
MGAT5	9606.ENSP00000281923	1.4509245030933409e-05
ST6GAL2	9606.ENSP00000386942	4.610698958593024e-06
B4GALT2	9606.ENSP00000310696	5.547704986411165e-05
FUT8	9606.ENSP00000353910	2.7503902546636695e-05
TIMM21	9606.ENSP00000169551	1.4901819214569992e-05
SAMM50	9606.ENSP00000345445	2.5668726654986402e-05
GRPEL2	9606.ENSP00000329558	1.7976766916210525e-05
TIMM22	9606.ENSP00000320236	2.4729587212486542e-05
TIMM9	9606.ENSP00000378588	1.7682063537339345e-05
TIMM10	9606.ENSP00000257245	2.1454579719149504e-05
SLC25A6	9606.ENSP00000370808	2.8777754196075966e-05
CHCHD4	9606.ENSP00000295767	1.989419092903655e-05
TOMM40	9606.ENSP00000410339	5.570121481288211e-05
TIMM44	9606.ENSP00000270538	1.861274211531076e-05
TOMM22	9606.ENSP00000216034	2.943559338115047e-05
TIMM23	9606.ENSP00000464522	2.0838761905860217e-05
TIMM17A	9606.ENSP00000356256	2.3770982566563026e-05
TOMM7	9606.ENSP00000351214	2.7045122286051646e-05
DNAJC19	9606.ENSP00000372005	1.8559430458060255e-05
COA1	9606.ENSP00000379218	4.798676788424917e-06
TIMM50	9606.ENSP00000445806	1.980365841340393e-05
ROMO1	9606.ENSP00000363191	1.1040599806772002e-05
TIMM23B	9606.ENSP00000363211	7.255749748755717e-06
TOMM70	9606.ENSP00000284320	4.0103250878220296e-05
TIMM17B	9606.ENSP00000379999	1.539467551594258e-05
PAM16	9606.ENSP00000315693	1.0952264986114754e-05
NDUFB8	9606.ENSP00000299166	5.833504412896862e-05
PMPCA	9606.ENSP00000360782	2.724094174783627e-05
GRPEL1	9606.ENSP00000264954	4.004582674963843e-05
DNAJC15	9606.ENSP00000368523	8.781162602022807e-06
BPIFB2	9606.ENSP00000170150	4.1912663328668944e-06
BPIFA2	9606.ENSP00000253362	2.082444530369314e-05
BPIFB1	9606.ENSP00000253354	1.0195871849059193e-05
BPIFA1	9606.ENSP00000346251	1.5782446708966095e-05
REXO1	9606.ENSP00000170168	6.136752351586709e-06
REXO5	9606.ENSP00000261377	1.4053428995844421e-06
TCEA1	9606.ENSP00000428426	6.114760029140167e-05
ERF	9606.ENSP00000222329	1.2703628963996001e-05
SCAF1	9606.ENSP00000353769	1.0702037731803196e-05
REXO2	9606.ENSP00000480535	3.5372059782437584e-06
ELOA	9606.ENSP00000395574	2.639780686133378e-05
MKRN2	9606.ENSP00000170447	1.2873603537693296e-06
HAGH	9606.ENSP00000380514	5.073855139092282e-06
PAIP1	9606.ENSP00000302768	1.9778378743091403e-05
GPATCH1	9606.ENSP00000170564	4.201625390398434e-06
USB1	9606.ENSP00000219281	6.523511392637227e-06
EAPP	9606.ENSP00000250454	5.374721473917112e-06
TNS1	9606.ENSP00000171887	2.2997349275388258e-05
DLC1	9606.ENSP00000276297	2.4536728786659852e-05
BCAR1	9606.ENSP00000391669	0.00023290132677371544
MAGEH1	9606.ENSP00000343706	7.4996390924563425e-06
VEGFD	9606.ENSP00000297904	0.00022171448499711883
PIK3CB	9606.ENSP00000501150	0.0004169783802695888
TRAF4	9606.ENSP00000262395	4.886102561226013e-05
GDNF	9606.ENSP00000409007	0.00028563447116046643
NTF3	9606.ENSP00000397297	0.00014619863253329695
ANGPT1	9606.ENSP00000428340	0.0003230306132349875
ARHGDIB	9606.ENSP00000228945	3.24569852683937e-05
NGF	9606.ENSP00000358525	0.0011889088093269972
NTSR1	9606.ENSP00000359532	0.00010069329470822696
